state,county,year,NonCrop,GM,Tolerant,Vulnerable,Unclassified,total
Arkansas,Van Buren,2009,4,4,14,4315,9010,13347
Virginia,Prince Edward,2011,320,2914,5279,78804,138361,225678
Missouri,Vernon,2017,2945,411027,250256,175420,362601,1202249
West Virginia,Wetzel,2016,17,15,78,3330,21870,25310
Ohio,Williams,2018,1453,464955,287181,24833,89935,868357
South Dakota,Beadle,2013,1403,818647,1134532,826714,521423,3302719
Virginia,Prince Edward,2012,581,3646,6461,82059,132931,225678
North Carolina,Stokes,2014,15868,19997,26823,104522,93059,260269
Kentucky,Pendleton,2017,0,9703,2582,56724,93356,162365
Minnesota,Nobles,2016,341,786332,914667,32854,78891,1813085
Arkansas,Van Buren,2010,14,11,45,0,13277,13347
Indiana,Franklin,2009,316,130735,170348,9316,73662,384377
Virginia,Prince Edward,2013,808,3430,6690,98525,116225,225678
West Virginia,Wetzel,2017,10,9,28,4828,20435,25310
Kentucky,Pendleton,2018,0,10901,2926,65949,82589,162365
Texas,Parker,2009,6197,43,63018,38122,158221,265601
North Carolina,Stokes,2015,11799,33037,15016,52304,148113,260269
Missouri,Vernon,2018,71,405797,265207,200034,331140,1202249
Minnesota,Nobles,2017,0,767166,940892,27349,77678,1813085
West Virginia,Wetzel,2018,35,2,81,7068,18124,25310
Indiana,Franklin,2010,32,134541,140509,5795,103500,384377
Virginia,Prince Edward,2014,484,5972,5976,111368,101878,225678
Alabama,Clarke,2012,1870,4301,1257,14893,64449,86770
Nebraska,Box Butte,2009,327860,16,723196,229985,371918,1652975
Arkansas,Van Buren,2011,2,17,19,5,13304,13347
North Carolina,Stokes,2016,14850,23210,17419,54462,150328,260269
South Dakota,Beadle,2014,692,899913,1097104,843866,461144,3302719
Virginia,Prince Edward,2015,2312,7676,6976,151251,57463,225678
Texas,Parker,2010,14465,93,50408,307,200328,265601
Indiana,Franklin,2011,61,135701,160879,3599,84137,384377
Illinois,Pike,2009,7331,365166,742981,6400,397437,1519315
Virginia,Prince Edward,2016,2131,8923,5395,145147,64082,225678
North Carolina,Stokes,2017,7165,19037,18132,91751,124184,260269
Minnesota,Nobles,2018,316,800612,904878,33114,74165,1813085
Arkansas,Van Buren,2012,0,0,8,0,13339,13347
Georgia,Lee,2009,179610,88582,99948,96704,126802,591646
Indiana,Franklin,2012,54,138254,159643,11795,74631,384377
North Carolina,Stokes,2018,4695,25211,19764,88666,121933,260269
Virginia,Prince Edward,2017,3598,7078,7367,152552,55083,225678
Nebraska,Box Butte,2010,324647,2,707305,247890,373131,1652975
Texas,Parker,2011,7494,90,38971,296,218750,265601
Kansas,Republic,2009,3825,375217,768581,81409,228555,1457587
Georgia,Lee,2010,61580,101017,56930,109111,263008,591646
Massachusetts,Plymouth,2009,7962,1,10652,124661,107177,250453
Arkansas,Van Buren,2013,4,3,10,0,13330,13347
South Dakota,Beadle,2015,2080,945215,1012971,243664,1098789,3302719
Indiana,Franklin,2013,41,130918,160619,11651,81148,384377
Virginia,Prince Edward,2018,1784,7767,7860,153314,54953,225678
Illinois,Pike,2010,132,369129,740192,9166,400696,1519315
Alabama,Clarke,2013,1788,3831,644,7233,73274,86770
Texas,Parker,2012,3679,213,41346,221,220142,265601
Georgia,Lee,2011,81138,122313,62071,94911,231213,591646
Indiana,Franklin,2014,42,143538,153122,11031,76644,384377
Nebraska,Box Butte,2011,312108,0,848470,214519,277878,1652975
Kansas,Republic,2010,3653,507471,670892,79255,196316,1457587
Arkansas,Van Buren,2014,0,1,14,1,13331,13347
Texas,Upshur,2009,1208,3519,3805,7263,26261,42056
Kentucky,Fulton,2009,6005,285014,93504,1038,38695,424256
Georgia,Lee,2012,102136,91121,56584,159150,182655,591646
Massachusetts,Plymouth,2010,2448,7,5774,174509,67715,250453
South Dakota,Beadle,2016,27946,867290,1067660,260510,1079313,3302719
Illinois,Pike,2011,185,424306,817269,200616,76939,1519315
Indiana,Franklin,2015,15,157374,153517,12102,61369,384377
Texas,Upshur,2010,283,1881,200,13,39679,42056
Kansas,Republic,2011,3599,386730,844706,57435,165117,1457587
Kentucky,Fulton,2010,1,244499,115093,2923,61740,424256
Arkansas,Van Buren,2015,0,9,32,2108,11198,13347
Ohio,Pickaway,2009,2757,542465,438322,16342,117623,1117509
Texas,Parker,2013,2880,4,28988,24441,209288,265601
Nebraska,Box Butte,2012,246633,538,818949,267955,318900,1652975
Georgia,Lee,2013,137446,92382,85651,98477,177690,591646
Indiana,Franklin,2016,846,156990,152421,11518,62602,384377
North Carolina,Avery,2009,21,36,505,1684,38526,40772
Kentucky,Fulton,2011,0,227555,103657,57,92987,424256
Texas,Upshur,2011,6,398,210,0,41442,42056
Pennsylvania,Dauphin,2009,6265,58917,123175,58750,198577,445684
Massachusetts,Plymouth,2011,3221,1,10118,108467,128646,250453
North Carolina,Avery,2010,186,68,513,4834,35171,40772
Alabama,Clarke,2014,4095,4431,642,12267,65335,86770
Kansas,Republic,2012,2455,447298,765866,63293,178675,1457587
Ohio,Pickaway,2010,973,487632,451232,16703,160969,1117509
Georgia,Lee,2014,98435,106949,55648,139859,190755,591646
Arkansas,Van Buren,2016,3,28,28,1569,11719,13347
Texas,Parker,2014,1218,13,28808,14745,220817,265601
Kentucky,Fulton,2012,0,221306,140957,14,61979,424256
Indiana,Franklin,2017,201,166274,148238,9675,59989,384377
South Dakota,Beadle,2017,1211,1034930,1006862,343420,916296,3302719
North Carolina,Avery,2011,43,105,379,2344,37901,40772
Texas,Upshur,2012,40,147,124,1,41744,42056
Illinois,Pike,2012,94,362787,772975,6747,376712,1519315
Nebraska,Box Butte,2013,327971,1,792467,244352,288184,1652975
Kentucky,Fulton,2013,0,226007,117028,585,80636,424256
Pennsylvania,Dauphin,2010,9793,80031,144990,107904,102966,445684
Arkansas,Van Buren,2017,2,173,19,4480,8673,13347
Georgia,Lee,2015,135333,97694,70441,124141,164037,591646
Ohio,Pickaway,2011,1551,485451,452103,9104,169300,1117509
Indiana,Franklin,2018,10,167400,145757,14075,57135,384377
Kansas,Republic,2013,3371,376572,812482,95534,169628,1457587
North Carolina,Avery,2012,62,44,329,17615,22722,40772
Missouri,Dallas,2009,25,3633,2056,17746,68649,92109
West Virginia,Wood,2009,439,1655,3134,22652,76782,104662
Texas,Parker,2015,39424,29,34170,2892,189086,265601
Kentucky,Fulton,2014,0,234674,125419,321,63842,424256
Massachusetts,Plymouth,2012,11407,0,12339,142636,84071,250453
Georgia,Lee,2016,152821,83665,79812,109900,165448,591646
Texas,Upshur,2013,42,59,108,2520,39327,42056
North Carolina,Avery,2013,69,14,476,17501,22712,40772
Kentucky,Fulton,2015,12723,243737,113659,2035,52102,424256
Arkansas,Van Buren,2018,34,57,11,4519,8726,13347
Ohio,Pickaway,2012,5352,449893,516254,13391,132619,1117509
Pennsylvania,Dauphin,2011,14975,58605,147540,148305,76259,445684
Missouri,Dallas,2010,1,3629,1731,5,86743,92109
Kansas,Republic,2014,866,385817,642443,54635,373826,1457587
West Virginia,Wood,2010,426,1362,5127,49212,48535,104662
Nebraska,Box Butte,2014,329998,57,762306,323790,236824,1652975
North Carolina,Avery,2014,194,154,782,16883,22759,40772
South Dakota,Beadle,2018,12629,969088,989048,483972,847982,3302719
Georgia,Lee,2017,46280,82680,63281,216708,182697,591646
Kentucky,Fulton,2016,1225,237714,136334,2337,46646,424256
Texas,Parker,2016,10757,75,24348,2874,227547,265601
Texas,Upshur,2014,144,4,77,4812,37019,42056
Illinois,Pike,2013,1611,438218,657018,10361,412107,1519315
Virginia,Pulaski,2009,1032,636,11404,23754,133751,170577
Missouri,Dallas,2011,2,3571,1926,150,86460,92109
Ohio,Pickaway,2013,6498,475346,485812,19401,130452,1117509
Alabama,Clarke,2015,3134,3106,1155,12842,66533,86770
North Carolina,Avery,2015,78,35,277,6572,33810,40772
West Virginia,Wood,2011,1733,2010,1693,23528,75698,104662
Kansas,Republic,2015,2350,443772,768151,75133,168181,1457587
Kentucky,Fulton,2017,10543,249752,115973,5988,42000,424256
Pennsylvania,Dauphin,2012,46251,60145,149552,132615,57121,445684
Massachusetts,Plymouth,2013,9139,375,10020,111713,119206,250453
Georgia,Lee,2018,344,149551,72504,184634,184613,591646
Virginia,Pulaski,2010,2921,666,9349,49150,108491,170577
Texas,Upshur,2015,219,42,576,3023,38196,42056
Missouri,Dallas,2012,4,6358,7851,15132,62764,92109
Ohio,Pickaway,2014,2131,510732,465365,17760,121521,1117509
Texas,Parker,2017,5997,48,29919,4603,225034,265601
West Virginia,Wood,2012,464,773,2405,36697,64323,104662
North Carolina,Avery,2016,199,17,247,6282,34027,40772
Nebraska,Box Butte,2015,372688,39,785895,287440,206913,1652975
Kentucky,Fulton,2018,1597,271303,104626,6165,40565,424256
Virginia,Pulaski,2011,270,207,10032,31294,128774,170577
Texas,Upshur,2016,236,23,117,3336,38344,42056
Illinois,Pike,2014,755,419094,710175,12019,377272,1519315
Pennsylvania,Dauphin,2013,5907,52090,98212,32289,257186,445684
Missouri,Dallas,2013,1,5484,5198,10187,71239,92109
Kansas,Republic,2016,2575,463091,756532,76762,158627,1457587
North Carolina,Avery,2017,26,200,181,6730,33635,40772
Ohio,Pickaway,2015,351,541502,450423,16001,109232,1117509
West Virginia,Wood,2013,186,198,2298,4996,96984,104662
Virginia,Pulaski,2012,860,422,12953,51253,105089,170577
Texas,Parker,2018,2586,954,39017,6790,216254,265601
Massachusetts,Plymouth,2014,12048,1,15992,129948,92464,250453
Texas,Upshur,2017,6,65,198,10819,30968,42056
North Carolina,Avery,2018,21,287,211,9696,30557,40772
Missouri,Dallas,2014,25,5586,4973,9652,71873,92109
Ohio,Pickaway,2016,3214,505127,479640,19249,110279,1117509
Kansas,Republic,2017,254,516600,720569,65396,154768,1457587
West Virginia,Wood,2014,700,735,1300,3434,98493,104662
Pennsylvania,Dauphin,2014,2933,55408,94277,31071,261995,445684
Nebraska,Box Butte,2016,329836,493,826377,299337,196932,1652975
Virginia,Pulaski,2013,1726,531,7997,50143,110180,170577
Indiana,Martin,2009,1299,55991,72886,3751,45086,179013
Alabama,Clarke,2016,4646,3881,1671,11461,65111,86770
Texas,Upshur,2018,52,740,721,7838,32705,42056
Missouri,Dallas,2015,1189,5049,6014,14282,65575,92109
Illinois,Pike,2015,29407,416401,738615,12433,322459,1519315
Ohio,Pickaway,2017,17,556870,435159,15002,110461,1117509
Indiana,Martin,2010,50,46663,75229,1742,55329,179013
West Virginia,Wood,2015,14,1447,2633,26596,73972,104662
Kansas,Republic,2018,935,494847,741819,76054,143932,1457587
Virginia,Pulaski,2014,12,392,8305,64950,96918,170577
Pennsylvania,Dauphin,2015,18323,80062,119591,67293,160415,445684
Massachusetts,Plymouth,2015,14388,0,10980,131916,93169,250453
Indiana,Martin,2011,85,54971,79337,384,44236,179013
Missouri,Dallas,2016,105,7574,6655,15130,62645,92109
Kentucky,Gallatin,2009,1,5193,2490,8760,38194,54638
Virginia,Pulaski,2015,66,582,12973,61085,95871,170577
Ohio,Pickaway,2018,1854,542388,446973,21299,104995,1117509
West Virginia,Wood,2016,79,805,3106,13851,86821,104662
Nebraska,Box Butte,2017,328766,44,800756,326538,196871,1652975
Kentucky,Gallatin,2010,0,6433,657,6167,41381,54638
Indiana,Martin,2012,96,51281,80916,2995,43725,179013
Georgia,Polk,2009,816,13992,3850,29751,130701,179110
Florida,Osceola,2009,148,0,4,105906,130638,236696
Kentucky,Gallatin,2011,0,4568,3275,408,46387,54638
Georgia,Polk,2010,175,13427,3861,15650,145997,179110
Missouri,Dallas,2017,826,5534,5504,14121,66124,92109
Pennsylvania,Dauphin,2016,11708,75184,131692,61571,165529,445684
Virginia,Pulaski,2016,1285,284,13155,54400,101453,170577
Indiana,Martin,2013,116,58730,72016,4148,44003,179013
Illinois,Pike,2016,83,421707,773193,12930,311402,1519315
West Virginia,Wood,2017,3,1406,2521,15225,85507,104662
Kentucky,Gallatin,2012,0,5192,3883,111,45452,54638
Georgia,Polk,2011,157,8608,6775,10716,152854,179110
Massachusetts,Plymouth,2016,75808,3,3171,73418,98053,250453
Indiana,Martin,2014,46,60976,73228,4516,40247,179013
Kentucky,Gallatin,2013,0,3761,4506,3958,42413,54638
Alabama,Clarke,2017,2084,4473,1063,14499,64651,86770
Virginia,Pulaski,2017,106,400,10493,69174,90404,170577
Georgia,Polk,2012,419,10432,5570,33479,129210,179110
Missouri,Dallas,2018,9,8167,5046,24961,53926,92109
West Virginia,Wood,2018,47,729,3233,14338,86315,104662
Nebraska,Box Butte,2018,302724,963,841146,326053,182089,1652975
Kentucky,Gallatin,2014,0,3681,3901,1153,45903,54638
Indiana,Martin,2015,117,67462,71878,3101,36455,179013
Pennsylvania,Dauphin,2017,1050,87355,128946,71029,157304,445684
Georgia,Polk,2013,311,9373,8716,118963,41747,179110
Kentucky,Gallatin,2015,6,8388,1807,13983,30454,54638
Virginia,Pulaski,2018,143,511,11886,66136,91901,170577
Indiana,Martin,2016,290,65519,74560,4501,34143,179013
Kentucky,Gallatin,2016,41,6458,3279,14358,30502,54638
Arkansas,Johnson,2009,44,11933,4488,1736,32033,50234
Georgia,Polk,2014,93,12258,6144,110333,50282,179110
Illinois,Pike,2017,164,525179,668300,12076,313596,1519315
Massachusetts,Plymouth,2017,23490,0,12549,116886,97528,250453
Kentucky,Gallatin,2017,0,7767,2431,15644,28796,54638
Indiana,Martin,2017,12,66631,75426,3207,33737,179013
Pennsylvania,Dauphin,2018,1450,80165,146100,67397,150572,445684
Georgia,Polk,2015,57,14019,5613,49695,109726,179110
Kentucky,Gallatin,2018,10,9360,1459,15925,27884,54638
Indiana,Martin,2018,9,67830,75277,5585,30312,179013
Arkansas,Johnson,2010,26,11818,5139,0,33251,50234
Georgia,Polk,2016,42,12365,7337,37098,122268,179110
Florida,Osceola,2010,41,0,53,94330,142272,236696
Alabama,Clarke,2018,1179,7215,1341,17139,59896,86770
Illinois,Pike,2018,66,538480,655755,17494,307520,1519315
North Carolina,Cabarrus,2009,2064,39164,20328,18200,173412,253168
Georgia,Polk,2017,1240,11336,7017,51089,108428,179110
Massachusetts,Plymouth,2018,42030,17,6827,106888,94691,250453
Arkansas,Johnson,2011,47,10307,5273,5,34602,50234
Georgia,Polk,2018,38,9016,10642,46710,112704,179110
North Carolina,Cabarrus,2010,6797,41747,30069,43767,130788,253168
Arkansas,Johnson,2012,78,9916,5539,0,34701,50234
Ohio,Montgomery,2009,384,190277,178210,5456,64395,438722
Kansas,Anderson,2009,1850,344549,188722,60552,488415,1084088
North Carolina,Cabarrus,2011,4322,32155,27259,42721,146711,253168
Arkansas,Johnson,2013,61,13052,4164,3,32954,50234
Kansas,Anderson,2010,211,314230,166943,1973,600731,1084088
North Carolina,Cabarrus,2012,10848,31480,27485,101727,81628,253168
Ohio,Montgomery,2010,313,185572,178737,4547,69553,438722
Pennsylvania,Delaware,2009,1493,1949,5234,6339,34733,49748
North Carolina,Cabarrus,2013,16641,31483,33566,98838,72640,253168
Ohio,Montgomery,2011,22,172125,180490,2980,83105,438722
Kansas,Anderson,2011,205,295991,235518,3099,549275,1084088
Pennsylvania,Delaware,2010,1060,2862,10368,28273,7185,49748
Arkansas,Johnson,2014,18,13402,4252,0,32562,50234
Pennsylvania,Delaware,2011,98,1055,3208,12586,32801,49748
Florida,Osceola,2011,352,0,2568,95959,137817,236696
Ohio,Montgomery,2012,41,162709,187149,5430,83393,438722
North Carolina,Cabarrus,2014,7750,36695,28203,102972,77548,253168
Illinois,Richland,2009,22723,432222,207003,1654,110117,773719
West Virginia,Fayette,2009,25,16,448,19998,52248,72735
Missouri,Howard,2009,2343,181325,158374,60420,217543,620005
Kansas,Anderson,2012,53,280397,218003,3520,582115,1084088
Pennsylvania,Delaware,2012,207,1128,4301,12762,31350,49748
Arkansas,Johnson,2015,45,15270,2781,19375,12763,50234
Texas,Randall,2009,96730,2954,705448,2740,259854,1067726
Kentucky,Russell,2009,4,10582,14957,98458,144381,268382
Ohio,Montgomery,2013,139,177832,177829,5939,76983,438722
Pennsylvania,Delaware,2013,85,898,2601,3870,42294,49748
North Carolina,Cabarrus,2015,2912,47430,22448,40858,139520,253168
West Virginia,Fayette,2010,12,4,850,17773,54096,72735
Illinois,Richland,2010,69,345039,333000,2833,92778,773719
Indiana,Tippecanoe,2009,630,405128,459277,7646,87341,960022
Missouri,Howard,2010,90,154681,154573,254,310407,620005
Kansas,Anderson,2013,6824,334520,258173,423617,60954,1084088
Pennsylvania,Delaware,2014,49,295,3282,4712,41410,49748
Ohio,Montgomery,2014,1052,191853,170660,7171,67986,438722
Arkansas,Johnson,2016,27,12333,5617,4455,27802,50234
Illinois,Richland,2011,494,395343,327850,23437,26595,773719
North Carolina,Cabarrus,2016,5118,37909,28603,37896,143642,253168
Kentucky,Russell,2010,22,12189,11828,77367,166976,268382
Pennsylvania,Delaware,2015,203,1977,2244,5733,39591,49748
West Virginia,Fayette,2011,28,12,409,21729,50557,72735
Indiana,Tippecanoe,2010,178,386474,493951,5551,73868,960022
Texas,Randall,2010,72319,75073,595556,2907,321871,1067726
Ohio,Montgomery,2015,217,209524,157843,5991,65147,438722
Illinois,Richland,2012,35,324144,343807,1547,104186,773719
Missouri,Howard,2011,57,170286,135087,385,314190,620005
Kansas,Anderson,2014,291,322776,249833,162013,349175,1084088
Pennsylvania,Delaware,2016,265,739,3616,5357,39771,49748
Kentucky,Russell,2011,0,14660,12648,473,240601,268382
North Carolina,Cabarrus,2017,3135,37784,26618,61013,124618,253168
Arkansas,Johnson,2017,209,12841,5280,4712,27192,50234
West Virginia,Fayette,2012,154,0,343,17893,54345,72735
Pennsylvania,Delaware,2017,1,2187,2228,6777,38555,49748
Illinois,Richland,2013,166,364385,291828,1472,115868,773719
Indiana,Tippecanoe,2011,382,389431,473538,5501,91170,960022
Georgia,Randolph,2009,148586,69438,66825,76534,67489,428872
Ohio,Montgomery,2016,1238,198837,167794,6293,64560,438722
Nebraska,Buffalo,2009,4987,323598,940287,87360,233382,1589614
Missouri,Howard,2012,691,189073,152795,44738,232708,620005
Kansas,Anderson,2015,4561,339317,233255,58804,448151,1084088
Kentucky,Russell,2012,0,18353,15171,163,234695,268382
Pennsylvania,Delaware,2018,75,522,4096,6872,38183,49748
West Virginia,Fayette,2013,36,0,77,31287,41335,72735
North Carolina,Cabarrus,2018,1262,41433,29566,57867,123040,253168
Illinois,Richland,2014,167,360557,315764,1136,96095,773719
Texas,Randall,2011,76449,31713,642582,2796,314186,1067726
South Dakota,Brown,2009,183345,1081704,1089345,119293,1867024,4340711
Arkansas,Johnson,2018,9,11926,7135,8621,22543,50234
Indiana,Tippecanoe,2012,58,363487,502320,7010,87147,960022
Ohio,Montgomery,2017,307,209479,158924,6728,63284,438722
Georgia,Randolph,2010,81024,60962,33091,75787,178008,428872
Florida,Osceola,2012,350,0,192,94776,141378,236696
Kentucky,Russell,2013,15,17766,15509,41258,193834,268382
Illinois,Richland,2015,11569,351559,331461,2375,76755,773719
West Virginia,Fayette,2014,51,17,146,30381,42140,72735
Kansas,Anderson,2016,2794,327948,244170,69556,439620,1084088
Missouri,Howard,2013,1838,183214,156903,49436,228614,620005
Ohio,Montgomery,2018,258,208891,160484,8978,60111,438722
Indiana,Tippecanoe,2013,48,372926,497847,6149,83052,960022
Nebraska,Buffalo,2010,4721,333621,892150,74113,285009,1589614
Georgia,Randolph,2011,89378,54798,48996,80014,155686,428872
Illinois,Richland,2016,1635,394287,298853,2802,76142,773719
Kentucky,Russell,2014,0,22847,16374,33550,195611,268382
Texas,Randall,2012,58054,10322,702849,3630,292871,1067726
West Virginia,Fayette,2015,7,2,335,44157,28234,72735
Massachusetts,Norfolk,2009,277,0,3643,7876,40398,52194
Missouri,Howard,2014,98,183487,158858,49900,227662,620005
Illinois,Richland,2017,360,353227,342703,4313,73116,773719
Indiana,Tippecanoe,2014,584,396255,473197,12481,77505,960022
Georgia,Randolph,2012,87973,65296,49356,75034,151213,428872
Kansas,Anderson,2017,240,382142,200453,65697,435556,1084088
Kentucky,Russell,2015,0,31252,17387,117059,102684,268382
West Virginia,Fayette,2016,50,21,121,42037,30506,72735
Nebraska,Buffalo,2011,3360,348646,946973,83975,206660,1589614
Minnesota,Otter Tail,2009,3052,642356,926608,339071,1050577,2961664
Illinois,Richland,2018,7,392145,305687,4856,71024,773719
Texas,Randall,2013,78990,17601,645389,3985,321761,1067726
Missouri,Howard,2015,54681,132651,166600,55342,210731,620005
South Dakota,Brown,2010,3862,698722,701115,304068,2632944,4340711
Georgia,Randolph,2013,108339,75548,67890,57919,119176,428872
Massachusetts,Norfolk,2010,940,0,2384,33443,15427,52194
Kentucky,Russell,2016,0,30135,17244,115950,105053,268382
Indiana,Tippecanoe,2015,655,411120,468336,10527,69384,960022
West Virginia,Fayette,2017,7,12,76,46284,26356,72735
Kansas,Anderson,2018,28,360708,227074,76479,419799,1084088
